      0.1000000000  -16438.4802832862   19971.5339386249      47.8431089388    1317.6984542245    -612.3328712346      -3.4513020039   19992.8180380985     -10.9373988486     -51.8895929154      -0.0483116725      -0.6565909176       0.0029902192       0.0021754312       0.0001725359      -0.0000788510      -0.0291557842       0.2255421739      -0.0048696193       0.0005806514      -0.2214789527       0.0002129354
      0.2000000000  -16306.9123347635   19910.0799883464      47.4981545350    1313.6569590555    -616.7446871319      -3.4480101117   19931.0256790994     -11.0097760795     -51.9977357707      -0.0513288519      -0.6595056552       0.0029833974       0.0021833000       0.0001328886      -0.0000784774      -0.0291438319       0.2250570708      -0.0048390751       0.0000059937      -0.2204631886       0.0002082770
      0.3000000000  -16175.7496568949   19848.1852353616      47.1535365821    1309.5929701028    -621.1489440504      -3.4445826719   19868.7962606968     -11.0833936642     -52.1056232685      -0.0465977230      -0.6624199788       0.0029760696       0.0021885632       0.0002805287      -0.0000570431      -0.0291482096       0.2245740778      -0.0048263833      -0.0000075012      -0.2194358119       0.0002014441
      0.4000000000  -16044.9944934485   19785.8504684307      46.8092694454    1305.5065640325    -625.5450543435      -3.4407379328   19806.1305522900     -11.1582886415     -52.2127646045      -0.0464796428      -0.6653357367       0.0029688741       0.0021941820       0.0001245234      -0.0000857596      -0.0291677152       0.2240913224      -0.0048291008      -0.0001679263      -0.2183971171       0.0001935517
      0.5000000000  -15914.6490920713   19723.0764896302      46.4653624523    1301.3976311825    -629.9330554025      -3.4373434771   19743.0293365046     -11.2344989726     -52.3198149448      -0.0476949806      -0.6682540160       0.0029619231       0.0022015583       0.0001457193      -0.0000736322      -0.0292011304       0.2236076901      -0.0048460654      -0.0002319574      -0.2173512990       0.0001902206
      0.6000000000  -15784.7157143899   19659.8641293487      46.1218269083    1297.2660913355    -634.3127952697      -3.4334475949   19679.4934242014     -11.3120544921     -52.4268969331      -0.0431836549      -0.6711755029       0.0029545672       0.0022071224       0.0002524982      -0.0000588114      -0.0292316645       0.2231224628      -0.0048608496      -0.0000906778      -0.2162952230       0.0001830056
      0.7000000000  -15655.1966277183   19596.2142354557      45.7786744336    1293.1118513895    -638.6837356728      -3.4295694486   19615.5236436352     -11.3909698357     -52.5334653294      -0.0426038866      -0.6741003252       0.0029473279       0.0022125702       0.0001510719      -0.0000850266      -0.0292665384       0.2226354862      -0.0048799984      -0.0001840048      -0.2152323485       0.0001758079
      0.8000000000  -15526.0941097935   19532.1276807105      45.4359170281    1288.9347130385    -643.0459023891      -3.4257078574   19551.1208478715     -11.4712744772     -52.6398946432      -0.0446091265      -0.6770284976       0.0029402775       0.0022199752       0.0001468743      -0.0000755142      -0.0292987655       0.2221467162      -0.0048967056      -0.0001995250      -0.2141607054       0.0001719640
      0.9000000000  -15397.4104452231   19467.6053555431      45.0935638413    1284.7347374358    -647.3990527770      -3.4213182406   19486.2859075610     -11.5529794548     -52.7456924287      -0.0403562384      -0.6799597205       0.0029328122       0.0022256904       0.0002521456      -0.0000600471      -0.0293282382       0.2216564188      -0.0049106300      -0.0002949063      -0.2130818312       0.0001651820
      1.0000000000  -15269.1479296562   19402.6481774049      44.7516280033    1280.5118258842    -651.7428701035      -3.4174343882   19421.0197203038     -11.6361411907     -52.8522191975      -0.0388218406      -0.6828940949       0.0029255382       0.0022310959       0.0001375891      -0.0000844199      -0.0293535688       0.2211644650      -0.0049229763       0.0003390313      -0.2119933377       0.0001580868
